cohort,model,intervention,setting,raw_bin,bin_label,n,correct,mean_confidence,candidate_accuracy,ci_low,ci_high
submitted_only,deepseek-v4-pro,1,QP7,6,60–70%,0,0,,,,
submitted_only,deepseek-v4-pro,1,QP7,7,70–80%,0,0,,,,
submitted_only,deepseek-v4-pro,1,QP7,8,80–90%,0,0,,,,
submitted_only,deepseek-v4-pro,1,QP7,9,90–100%,81,76,0.9963209876543208,0.9382716049382716,0.8635075236315787,0.9733474879029708
submitted_only,deepseek-v4-pro,2,Quant-25,0,0–10%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-25,1,10–20%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-25,2,20–30%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-25,3,30–40%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-25,4,40–50%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-25,5,50–60%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-25,6,60–70%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-25,7,70–80%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-25,8,80–90%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-25,9,90–100%,87,80,0.9986206896551724,0.9195402298850575,0.8431181100907793,0.9604797289101311
submitted_only,deepseek-v4-pro,2,Quant-100,0,0–10%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-100,1,10–20%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-100,2,20–30%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-100,3,30–40%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-100,4,40–50%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-100,5,50–60%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-100,6,60–70%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-100,7,70–80%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-100,8,80–90%,0,0,,,,
submitted_only,deepseek-v4-pro,2,Quant-100,9,90–100%,80,76,0.9996124999999999,0.95,0.8783772379535698,0.9803864454644556
submitted_only,deepseek-v4-pro,2,QP6,0,0–10%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP6,1,10–20%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP6,2,20–30%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP6,3,30–40%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP6,4,40–50%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP6,5,50–60%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP6,6,60–70%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP6,7,70–80%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP6,8,80–90%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP6,9,90–100%,85,81,0.9991764705882353,0.9529411764705882,0.8851627284368122,0.9815497391669292
submitted_only,deepseek-v4-pro,2,QP7,0,0–10%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP7,1,10–20%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP7,2,20–30%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP7,3,30–40%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP7,4,40–50%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP7,5,50–60%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP7,6,60–70%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP7,7,70–80%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP7,8,80–90%,0,0,,,,
submitted_only,deepseek-v4-pro,2,QP7,9,90–100%,79,76,0.999113924050633,0.9620253164556962,0.8941993723231529,0.9870019131105641
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-25,0,0–10%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-25,1,10–20%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-25,2,20–30%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-25,3,30–40%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-25,4,40–50%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-25,5,50–60%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-25,6,60–70%,1,0,0.6,0.0,0.0,0.7934506856227626
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-25,7,70–80%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-25,8,80–90%,4,0,0.8375,0.0,0.0,0.4898908364545973
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-25,9,90–100%,74,55,0.9750000000000001,0.7432432432432432,0.6334555586947143,0.8290229270043411
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-100,0,0–10%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-100,1,10–20%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-100,2,20–30%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-100,3,30–40%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-100,4,40–50%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-100,5,50–60%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-100,6,60–70%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-100,7,70–80%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-100,8,80–90%,7,0,0.8142857142857142,0.0,5.551115123125783e-17,0.35433043506668743
submitted_only,gemini-3.1-flash-lite-preview,1,Quant-100,9,90–100%,77,56,0.9779220779220781,0.7272727272727273,0.6187910782504654,0.8141550920757009
submitted_only,gemini-3.1-flash-lite-preview,1,QP6,0,0–10%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP6,1,10–20%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP6,2,20–30%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP6,3,30–40%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP6,4,40–50%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP6,5,50–60%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP6,6,60–70%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP6,7,70–80%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP6,8,80–90%,3,0,0.8333333333333334,0.0,5.551115123125783e-17,0.5614970317550454
submitted_only,gemini-3.1-flash-lite-preview,1,QP6,9,90–100%,92,57,0.9856521739130434,0.6195652173913043,0.5174573253344068,0.7120884294016401
submitted_only,gemini-3.1-flash-lite-preview,1,QP7,0,0–10%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP7,1,10–20%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP7,2,20–30%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP7,3,30–40%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP7,4,40–50%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP7,5,50–60%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP7,6,60–70%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP7,7,70–80%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,1,QP7,8,80–90%,4,1,0.85,0.25,0.04558726080970055,0.6993581574175981
submitted_only,gemini-3.1-flash-lite-preview,1,QP7,9,90–100%,93,56,0.9768817204301076,0.6021505376344086,0.5005311962132275,0.6956657656187837
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-25,0,0–10%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-25,1,10–20%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-25,2,20–30%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-25,3,30–40%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-25,4,40–50%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-25,5,50–60%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-25,6,60–70%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-25,7,70–80%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-25,8,80–90%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-25,9,90–100%,68,54,0.9970588235294118,0.7941176470588235,0.683577175548106,0.8732043912047937
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-100,0,0–10%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-100,1,10–20%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-100,2,20–30%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-100,3,30–40%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-100,4,40–50%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-100,5,50–60%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-100,6,60–70%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-100,7,70–80%,1,0,0.7,0.0,0.0,0.7934506856227626
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-100,8,80–90%,1,0,0.85,0.0,0.0,0.7934506856227626
submitted_only,gemini-3.1-flash-lite-preview,2,Quant-100,9,90–100%,66,52,0.9931818181818182,0.7878787878787878,0.6748692879502294,0.8692201489207618
submitted_only,gemini-3.1-flash-lite-preview,2,QP6,0,0–10%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP6,1,10–20%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP6,2,20–30%,1,1,0.2,1.0,0.20654931437723745,1.0
submitted_only,gemini-3.1-flash-lite-preview,2,QP6,3,30–40%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP6,4,40–50%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP6,5,50–60%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP6,6,60–70%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP6,7,70–80%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP6,8,80–90%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP6,9,90–100%,79,59,0.9911392405063293,0.7468354430379747,0.6410574056272599,0.8297213633030821
submitted_only,gemini-3.1-flash-lite-preview,2,QP7,0,0–10%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP7,1,10–20%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP7,2,20–30%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP7,3,30–40%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP7,4,40–50%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP7,5,50–60%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP7,6,60–70%,1,0,0.6,0.0,0.0,0.7934506856227626
submitted_only,gemini-3.1-flash-lite-preview,2,QP7,7,70–80%,0,0,,,,
submitted_only,gemini-3.1-flash-lite-preview,2,QP7,8,80–90%,1,0,0.8,0.0,0.0,0.7934506856227626
submitted_only,gemini-3.1-flash-lite-preview,2,QP7,9,90–100%,85,60,0.9900000000000001,0.7058823529411765,0.6018154833359772,0.7921447292111781
submitted_only,gpt-5.4-nano,1,Quant-25,0,0–10%,0,0,,,,
submitted_only,gpt-5.4-nano,1,Quant-25,1,10–20%,0,0,,,,
submitted_only,gpt-5.4-nano,1,Quant-25,2,20–30%,0,0,,,,
submitted_only,gpt-5.4-nano,1,Quant-25,3,30–40%,4,0,0.33,0.0,0.0,0.4898908364545973
submitted_only,gpt-5.4-nano,1,Quant-25,4,40–50%,1,0,0.46,0.0,0.0,0.7934506856227626
submitted_only,gpt-5.4-nano,1,Quant-25,5,50–60%,1,0,0.55,0.0,0.0,0.7934506856227626
submitted_only,gpt-5.4-nano,1,Quant-25,6,60–70%,2,0,0.625,0.0,0.0,0.6576197724933469
submitted_only,gpt-5.4-nano,1,Quant-25,7,70–80%,3,2,0.7600000000000001,0.6666666666666666,0.2076596008020477,0.9385080552796037
submitted_only,gpt-5.4-nano,1,Quant-25,8,80–90%,5,3,0.8640000000000001,0.6,0.2307242812760128,0.882379225767352
submitted_only,gpt-5.4-nano,1,Quant-25,9,90–100%,26,22,0.9442307692307692,0.8461538461538461,0.6646880067178652,0.9384996627642165
submitted_only,gpt-5.4-nano,1,Quant-100,0,0–10%,0,0,,,,
submitted_only,gpt-5.4-nano,1,Quant-100,1,10–20%,0,0,,,,
submitted_only,gpt-5.4-nano,1,Quant-100,2,20–30%,0,0,,,,
submitted_only,gpt-5.4-nano,1,Quant-100,3,30–40%,1,0,0.36,0.0,0.0,0.7934506856227626
submitted_only,gpt-5.4-nano,1,Quant-100,4,40–50%,1,0,0.46,0.0,0.0,0.7934506856227626
submitted_only,gpt-5.4-nano,1,Quant-100,5,50–60%,1,0,0.55,0.0,0.0,0.7934506856227626
submitted_only,gpt-5.4-nano,1,Quant-100,6,60–70%,4,2,0.62,0.5,0.15003898915214947,0.8499610108478506
submitted_only,gpt-5.4-nano,1,Quant-100,7,70–80%,5,3,0.7600000000000001,0.6,0.2307242812760128,0.882379225767352
submitted_only,gpt-5.4-nano,1,Quant-100,8,80–90%,2,2,0.87,1.0,0.34238022750665303,1.0
submitted_only,gpt-5.4-nano,1,Quant-100,9,90–100%,26,24,0.9469230769230769,0.9230769230769231,0.7585844622837095,0.9786449115277238
submitted_only,gpt-5.4-nano,1,QP6,0,0–10%,0,0,,,,
submitted_only,gpt-5.4-nano,1,QP6,1,10–20%,1,0,0.18,0.0,0.0,0.7934506856227626
submitted_only,gpt-5.4-nano,1,QP6,2,20–30%,1,0,0.22,0.0,0.0,0.7934506856227626
submitted_only,gpt-5.4-nano,1,QP6,3,30–40%,0,0,,,,
submitted_only,gpt-5.4-nano,1,QP6,4,40–50%,2,0,0.42,0.0,0.0,0.6576197724933469
submitted_only,gpt-5.4-nano,1,QP6,5,50–60%,0,0,,,,
submitted_only,gpt-5.4-nano,1,QP6,6,60–70%,6,1,0.6216666666666667,0.16666666666666666,0.030053369748306635,0.5635028221864702
submitted_only,gpt-5.4-nano,1,QP6,7,70–80%,3,3,0.7600000000000001,1.0,0.4385029682449546,1.0
submitted_only,gpt-5.4-nano,1,QP6,8,80–90%,9,6,0.8533333333333334,0.6666666666666666,0.3542021355803963,0.879416181613089
submitted_only,gpt-5.4-nano,1,QP6,9,90–100%,33,28,0.9633333333333333,0.8484848484848485,0.6908012411955788,0.9334954271839244
submitted_only,gpt-5.4-nano,1,QP7,0,0–10%,0,0,,,,
submitted_only,gpt-5.4-nano,1,QP7,1,10–20%,0,0,,,,
submitted_only,gpt-5.4-nano,1,QP7,2,20–30%,3,0,0.25333333333333335,0.0,5.551115123125783e-17,0.5614970317550454
submitted_only,gpt-5.4-nano,1,QP7,3,30–40%,2,1,0.365,0.5,0.09453120573423074,0.9054687942657693
submitted_only,gpt-5.4-nano,1,QP7,4,40–50%,0,0,,,,
submitted_only,gpt-5.4-nano,1,QP7,5,50–60%,2,0,0.55,0.0,0.0,0.6576197724933469
submitted_only,gpt-5.4-nano,1,QP7,6,60–70%,4,2,0.62,0.5,0.15003898915214947,0.8499610108478506
submitted_only,gpt-5.4-nano,1,QP7,7,70–80%,6,4,0.7566666666666668,0.6666666666666666,0.299993315138392,0.9032285888942195
submitted_only,gpt-5.4-nano,1,QP7,8,80–90%,7,4,0.8600000000000001,0.5714285714285714,0.2504583645276572,0.8417801447485302
submitted_only,gpt-5.4-nano,1,QP7,9,90–100%,37,31,0.9537837837837838,0.8378378378378378,0.6886351629906503,0.9234879276598885
submitted_only,gpt-5.4-nano,2,Quant-25,0,0–10%,0,0,,,,
submitted_only,gpt-5.4-nano,2,Quant-25,1,10–20%,0,0,,,,
submitted_only,gpt-5.4-nano,2,Quant-25,2,20–30%,0,0,,,,
submitted_only,gpt-5.4-nano,2,Quant-25,3,30–40%,0,0,,,,
submitted_only,gpt-5.4-nano,2,Quant-25,4,40–50%,0,0,,,,
submitted_only,gpt-5.4-nano,2,Quant-25,5,50–60%,0,0,,,,
submitted_only,gpt-5.4-nano,2,Quant-25,6,60–70%,2,2,0.62,1.0,0.34238022750665303,1.0
submitted_only,gpt-5.4-nano,2,Quant-25,7,70–80%,3,1,0.7600000000000001,0.3333333333333333,0.06149194472039621,0.7923403991979522
submitted_only,gpt-5.4-nano,2,Quant-25,8,80–90%,3,2,0.8533333333333334,0.6666666666666666,0.2076596008020477,0.9385080552796037
submitted_only,gpt-5.4-nano,2,Quant-25,9,90–100%,10,10,0.959,1.0,0.7224672001371107,0.9999999999999999
submitted_only,gpt-5.4-nano,2,Quant-100,0,0–10%,0,0,,,,
submitted_only,gpt-5.4-nano,2,Quant-100,1,10–20%,0,0,,,,
submitted_only,gpt-5.4-nano,2,Quant-100,2,20–30%,0,0,,,,
submitted_only,gpt-5.4-nano,2,Quant-100,3,30–40%,0,0,,,,
submitted_only,gpt-5.4-nano,2,Quant-100,4,40–50%,1,0,0.42,0.0,0.0,0.7934506856227626
submitted_only,gpt-5.4-nano,2,Quant-100,5,50–60%,1,0,0.55,0.0,0.0,0.7934506856227626
submitted_only,gpt-5.4-nano,2,Quant-100,6,60–70%,2,2,0.625,1.0,0.34238022750665303,1.0
submitted_only,gpt-5.4-nano,2,Quant-100,7,70–80%,5,2,0.736,0.4,0.11762077423264783,0.769275718723987
submitted_only,gpt-5.4-nano,2,Quant-100,8,80–90%,2,2,0.86,1.0,0.34238022750665303,1.0
submitted_only,gpt-5.4-nano,2,Quant-100,9,90–100%,12,9,0.9508333333333333,0.75,0.46769466506643426,0.9110583316059453
submitted_only,gpt-5.4-nano,2,QP6,0,0–10%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP6,1,10–20%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP6,2,20–30%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP6,3,30–40%,1,1,0.35,1.0,0.20654931437723745,1.0
submitted_only,gpt-5.4-nano,2,QP6,4,40–50%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP6,5,50–60%,1,1,0.55,1.0,0.20654931437723745,1.0
submitted_only,gpt-5.4-nano,2,QP6,6,60–70%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP6,7,70–80%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP6,8,80–90%,2,2,0.86,1.0,0.34238022750665303,1.0
submitted_only,gpt-5.4-nano,2,QP6,9,90–100%,5,5,0.9800000000000001,1.0,0.5655175352168251,1.0
submitted_only,gpt-5.4-nano,2,QP7,0,0–10%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP7,1,10–20%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP7,2,20–30%,3,1,0.22999999999999998,0.3333333333333333,0.06149194472039621,0.7923403991979522
submitted_only,gpt-5.4-nano,2,QP7,3,30–40%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP7,4,40–50%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP7,5,50–60%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP7,6,60–70%,0,0,,,,
submitted_only,gpt-5.4-nano,2,QP7,7,70–80%,2,2,0.76,1.0,0.34238022750665303,1.0
submitted_only,gpt-5.4-nano,2,QP7,8,80–90%,1,1,0.86,1.0,0.20654931437723745,1.0
submitted_only,gpt-5.4-nano,2,QP7,9,90–100%,7,7,0.9685714285714286,1.0,0.6456695649333126,1.0
submitted_only,qwen3.5-397b,1,Quant-25,0,0–10%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-25,1,10–20%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-25,2,20–30%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-25,3,30–40%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-25,4,40–50%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-25,5,50–60%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-25,6,60–70%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-25,7,70–80%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-25,8,80–90%,2,0,0.85,0.0,0.0,0.6576197724933469
submitted_only,qwen3.5-397b,1,Quant-25,9,90–100%,87,76,0.9847126436781609,0.8735632183908046,0.7876218511925265,0.9279104712055445
submitted_only,qwen3.5-397b,1,Quant-100,0,0–10%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-100,1,10–20%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-100,2,20–30%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-100,3,30–40%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-100,4,40–50%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-100,5,50–60%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-100,6,60–70%,1,1,0.6,1.0,0.20654931437723745,1.0
submitted_only,qwen3.5-397b,1,Quant-100,7,70–80%,0,0,,,,
submitted_only,qwen3.5-397b,1,Quant-100,8,80–90%,2,0,0.85,0.0,0.0,0.6576197724933469
submitted_only,qwen3.5-397b,1,Quant-100,9,90–100%,90,80,0.9881444444444445,0.8888888888888888,0.8074221497873896,0.9385168081070229
submitted_only,qwen3.5-397b,1,QP6,0,0–10%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP6,1,10–20%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP6,2,20–30%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP6,3,30–40%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP6,4,40–50%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP6,5,50–60%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP6,6,60–70%,2,0,0.6,0.0,0.0,0.6576197724933469
submitted_only,qwen3.5-397b,1,QP6,7,70–80%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP6,8,80–90%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP6,9,90–100%,91,85,0.9902197802197804,0.9340659340659341,0.8635353380058843,0.9694337135283846
submitted_only,qwen3.5-397b,1,QP7,0,0–10%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP7,1,10–20%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP7,2,20–30%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP7,3,30–40%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP7,4,40–50%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP7,5,50–60%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP7,6,60–70%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP7,7,70–80%,0,0,,,,
submitted_only,qwen3.5-397b,1,QP7,8,80–90%,1,0,0.85,0.0,0.0,0.7934506856227626
submitted_only,qwen3.5-397b,1,QP7,9,90–100%,90,76,0.9896322222222222,0.8444444444444444,0.7556715472270163,0.9050172440508919
submitted_only,qwen3.5-397b,2,Quant-25,0,0–10%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-25,1,10–20%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-25,2,20–30%,1,0,0.2,0.0,0.0,0.7934506856227626
submitted_only,qwen3.5-397b,2,Quant-25,3,30–40%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-25,4,40–50%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-25,5,50–60%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-25,6,60–70%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-25,7,70–80%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-25,8,80–90%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-25,9,90–100%,72,69,0.9968055555555555,0.9583333333333334,0.8845072325868389,0.9857291925330748
submitted_only,qwen3.5-397b,2,Quant-100,0,0–10%,1,1,0.0,1.0,0.20654931437723745,1.0
submitted_only,qwen3.5-397b,2,Quant-100,1,10–20%,1,1,0.1,1.0,0.20654931437723745,1.0
submitted_only,qwen3.5-397b,2,Quant-100,2,20–30%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-100,3,30–40%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-100,4,40–50%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-100,5,50–60%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-100,6,60–70%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-100,7,70–80%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-100,8,80–90%,0,0,,,,
submitted_only,qwen3.5-397b,2,Quant-100,9,90–100%,75,70,0.9974666666666667,0.9333333333333333,0.8532493994143954,0.9711899371005063
submitted_only,qwen3.5-397b,2,QP6,0,0–10%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP6,1,10–20%,1,1,0.1,1.0,0.20654931437723745,1.0
submitted_only,qwen3.5-397b,2,QP6,2,20–30%,1,1,0.25,1.0,0.20654931437723745,1.0
submitted_only,qwen3.5-397b,2,QP6,3,30–40%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP6,4,40–50%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP6,5,50–60%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP6,6,60–70%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP6,7,70–80%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP6,8,80–90%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP6,9,90–100%,76,71,0.9980263157894737,0.9342105263157895,0.8550647346629656,0.9715734677804679
submitted_only,qwen3.5-397b,2,QP7,0,0–10%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP7,1,10–20%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP7,2,20–30%,1,1,0.2,1.0,0.20654931437723745,1.0
submitted_only,qwen3.5-397b,2,QP7,3,30–40%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP7,4,40–50%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP7,5,50–60%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP7,6,60–70%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP7,7,70–80%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP7,8,80–90%,0,0,,,,
submitted_only,qwen3.5-397b,2,QP7,9,90–100%,75,69,0.9973333333333333,0.92,0.8362520966647771,0.9628198756496662
